post,sentiment
"El supermercado se puede considerar estándar, nada especial que destacar.",Neutral
"El mueble fue algo masomenos, aunque se mantiene en la media.",Neutral
"La estancia está mismo. En general, dentro de lo esperado.",Neutral
"El servicio es más bien moderado. En general, no es nada del otro mundo.",Neutral
"El videojuego es apenas ni para bien ni para mal, aunque no es nada del otro mundo.",Neutral
La cafetería es apenas sin pena ni gloria - ni destaca ni decepciona.,Neutral
"La velocidad no pasó de estándar, aunque no es para tanto.",Neutral
La instalación fue ni bueno ni malo.,Neutral
El libro se puede considerar intermedio.,Neutral
"El mueble no pasó de sin novedad, ni más ni menos.",Neutral
El cine lo encontré regular.,Neutral
"El servicio fue algo correcto, ni destaca ni decepciona.",Neutral
El servicio fue algo ni bueno ni malo.,Neutral
La calidad es simplemente aceptable.,Neutral
"El producto se mantuvo ni para bien ni para mal, y en realidad es lo que hay.",Neutral
"La cafetería es simplemente sin pena ni gloria. Sin embargo, tiene sus pros y contras por igual.",Neutral
El evento se puede considerar aceptable.,Neutral
El bar fue algo funcional.,Neutral
El dispositivo estaba pasable.,Neutral
"La conferencia se mantuvo nada del otro mundo, tiene sus pros y contras por igual.",Neutral
"El libro se puede considerar común, pero ni más ni menos.",Neutral
"El libro resultó más o menos. Personalmente, justo en el medio.",Neutral
El establecimiento es más bien regular.,Neutral
"La prenda lo encontré ni fu ni fa, y en realidad no es nada del otro mundo.",Neutral
"El evento estaba nada del otro mundo. Sin embargo, dentro de lo esperado.",Neutral
El programa lo calificaría como nada del otro mundo.,Neutral
"El soporte se puede considerar ni bueno ni malo. En general, ni destaca ni decepciona.",Neutral
"La serie estaba ni para bien ni para mal. Sin embargo, lo que se esperaría normalmente.",Neutral
El producto lo encontré común.,Neutral
El diseño está ni fu ni fa.,Neutral
"El mantenimiento es bastante como siempre, pero como cualquier otro.",Neutral
"El artículo está intermedio, si bien nada especial que destacar.",Neutral
"El cine es bastante aceptable, y en realidad cumple lo básico.",Neutral
El cine se puede considerar mediano - lo de siempre.,Neutral
La capacidad se puede considerar ordinario.,Neutral
"La computadora se mantuvo nada del otro mundo. En general, ni más ni menos.",Neutral
"La sesión fue algo regular, y en realidad cumple lo básico.",Neutral
El curso me pareció como siempre; dentro de lo esperado.,Neutral
La prenda es como siempre.,Neutral
"El juego es más bien pasable. En general, ni lo mejor ni lo peor.",Neutral
"El funcionamiento se mantuvo intermedio. No obstante, cumple pero sin destacar.",Neutral
El mueble lo encontré del montón.,Neutral
"La duración se mantuvo nada del otro mundo, pero lo de siempre.",Neutral
"El supermercado es bastante mediano. No obstante, como cualquier otro.",Neutral
"El mueble se puede considerar promedio, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
"El concierto es simplemente mismo. Por otra parte, 50/50.",Neutral
"La serie fue así así. Por otra parte, cumple su función.",Neutral
La aplicación es básico. ni lo mejor ni lo peor.,Neutral
El hotel se puede considerar correcto.,Neutral
La sesión me pareció del montón; no es para tanto.,Neutral
El local lo encontré moderado.,Neutral
"La reunión es bastante ni fu ni fa, sin características especiales.",Neutral
El supermercado lo calificaría como más o menos.,Neutral
El cine se mantuvo ni bien ni mal; no es para emocionarse ni para evitarlo.,Neutral
"El soporte fue intermedio, y en realidad sin destacar particularmente.",Neutral
El smartphone es apenas ni frío ni calor.,Neutral
"La película se mantuvo más o menos. Sin embargo, lo típico.",Neutral
"El mueble fue nada del otro mundo, considerando todo, cumple pero sin destacar.",Neutral
"El diseño fue sin pena ni gloria, y en realidad ni más ni menos.",Neutral
"La estancia está ni para bien ni para mal, considerando todo, justo en el medio.",Neutral
El dispositivo no pasó de ni fu ni fa.,Neutral
"El mantenimiento fue algo común, si bien sin sorpresas.",Neutral
La capacidad es simplemente correcto.,Neutral
El bar es bastante promedio. nada especial que destacar.,Neutral
"La conferencia no pasó de intermedio, considerando todo, ni para tirar cohetes ni para quejarse.",Neutral
La calidad se puede considerar masomenos.,Neutral
"El juego es bastante correcto. Sin embargo, ni lo mejor ni lo peor.",Neutral
"La reunión lo calificaría como regular. Sin embargo, lo típico.",Neutral
El bar es regular.,Neutral
El smartphone es masomenos.,Neutral
"El rendimiento es más bien estándar. No obstante, sin características especiales.",Neutral
"La jornada es más bien masomenos. En general, no es para tanto.",Neutral
El funcionamiento se mantuvo ni bueno ni malo.,Neutral
La visita es apenas ni para bien ni para mal.,Neutral
"El bar es simplemente funcional. No obstante, 50/50.",Neutral
"El mueble lo encontré moderado, sin características destacables.",Neutral
La reparación se puede considerar sin pena ni gloria. no es para tanto.,Neutral
La velocidad resultó moderado.,Neutral
La interfaz me pareció como siempre.,Neutral
"La tienda no pasó de mismo, si bien sin grandes virtudes ni defectos.",Neutral
"La potencia me pareció sin novedad. En general, tiene sus pros y contras por igual.",Neutral
La tienda es apenas mismo.,Neutral
El centro comercial es mismo.,Neutral
"La reparación está sin novedad, pero no es nada del otro mundo.",Neutral
El dispositivo lo encontré sin novedad.,Neutral
"La velocidad es mismo, sin características especiales.",Neutral
"La entrega es más bien suficiente. No obstante, sin destacar particularmente.",Neutral
El juego fue algo ni fu ni fa.,Neutral
La prenda lo encontré común.,Neutral
"El hotel es apenas ordinario, si bien dentro de lo esperado.",Neutral
"El mueble es simplemente común, lo de siempre.",Neutral
El bar resultó nada del otro mundo - tiene cosas buenas y malas.,Neutral
La reunión es bastante promedio; se mantiene en la media.,Neutral
"El libro es apenas ni fu ni fa, y en realidad sin destacar particularmente.",Neutral
El mantenimiento resultó adecuado. como cualquier otro.,Neutral
La calidad se puede considerar ni para bien ni para mal.,Neutral
"El producto se mantuvo intermedio, si bien ni destaca ni decepciona.",Neutral
El hotel es más bien ni bueno ni malo - sin características especiales.,Neutral
"La película lo calificaría como básico, y en realidad es lo que se ofrece habitualmente.",Neutral
La interfaz fue mediano.,Neutral
El local lo calificaría como adecuado.,Neutral
El soporte lo calificaría como ordinario.,Neutral
"La duración se puede considerar sin pena ni gloria. Por otra parte, cumple pero sin destacar.",Neutral
El envío es bastante más o menos.,Neutral
"La calidad estaba ni bueno ni malo, cumple su función.",Neutral
"El programa es bastante adecuado. En general, como cualquier otro.",Neutral
"El viaje está ni bueno ni malo. En general, sin grandes virtudes ni defectos.",Neutral
"La jornada es ni fu ni fa, pero sin sorpresas.",Neutral
El programa se mantuvo regular - ni impresiona ni decepciona.,Neutral
"El hotel es tolerable. Sin embargo, es lo que hay.",Neutral
La atención fue algo pasable.,Neutral
El aparato fue tolerable; ni lo mejor ni lo peor.,Neutral
El espectáculo no pasó de masomenos.,Neutral
El curso se puede considerar sin novedad.,Neutral
El dispositivo me pareció del montón - lo usual.,Neutral
"El diseño se puede considerar más o menos. Por otra parte, lo de siempre.",Neutral
"El diseño fue algo como siempre. Sin embargo, lo típico.",Neutral
"El programa estaba igual. En general, cumple pero sin destacar.",Neutral
"El rendimiento está ni fu ni fa. Por otra parte, ni más ni menos.",Neutral
La interfaz lo calificaría como funcional. ni para tirar cohetes ni para quejarse.,Neutral
El artículo fue normal.,Neutral
"La película resultó igual, aunque como cualquier otro.",Neutral
"El restaurante fue algo intermedio, y en realidad ni lo mejor ni lo peor.",Neutral
"La calidad fue algo básico, y en realidad lo usual.",Neutral
La película lo calificaría como aceptable.,Neutral
"El producto lo encontré correcto. Personalmente, ni impresiona ni decepciona.",Neutral
"El artículo es simplemente estándar. Sin embargo, nada especial que destacar.",Neutral
El soporte no pasó de ni bien ni mal.,Neutral
El mantenimiento es apenas intermedio.,Neutral
El restaurante no pasó de así así.,Neutral
"La potencia se puede considerar funcional. En general, lo típico.",Neutral
La reunión se puede considerar suficiente - nada especial que destacar.,Neutral
"La tienda se puede considerar del montón, aunque sin destacar particularmente.",Neutral
"El televisor se puede considerar aceptable, pero cumple lo básico.",Neutral
"El hotel estaba sin pena ni gloria, considerando todo, cumple lo básico.",Neutral
"El hotel es promedio. En general, típico, ni más ni menos.",Neutral
La potencia está promedio.,Neutral
El videojuego fue moderado. se mantiene en la media.,Neutral
"El supermercado lo encontré funcional. En general, ni lo mejor ni lo peor.",Neutral
El programa es ni bien ni mal. lo usual.,Neutral
"La asistencia técnica fue algo así así, si bien sin características especiales.",Neutral
La jornada fue tolerable.,Neutral
"El establecimiento es más bien mismo. No obstante, como cualquier otro.",Neutral
"El mueble es bastante tolerable, considerando todo, cumple su función.",Neutral
"La serie fue algo mediano. No obstante, ni impresiona ni decepciona.",Neutral
"El supermercado es bastante ni para bien ni para mal. Sin embargo, como cabría esperar.",Neutral
La jornada resultó pasable.,Neutral
El producto no pasó de suficiente.,Neutral
La sesión lo encontré suficiente; no es para emocionarse ni para evitarlo.,Neutral
El restaurante es más bien tolerable.,Neutral
La clase es simplemente funcional.,Neutral
"La experiencia es bastante igual, aunque ni destaca ni decepciona.",Neutral
"El soporte es más bien adecuado. En general, ni destaca ni decepciona.",Neutral
"El establecimiento se puede considerar tolerable, si bien cumple su función.",Neutral
"El artículo se puede considerar del montón. Personalmente, podría ser mejor, podría ser peor.",Neutral
"El trato lo calificaría como correcto, aunque sin características destacables.",Neutral
La asistencia técnica resultó como siempre.,Neutral
"La computadora fue algo correcto, podría ser mejor, podría ser peor.",Neutral
El trato lo calificaría como así así.,Neutral
"El televisor es bastante masomenos, aunque lo usual.",Neutral
La velocidad se puede considerar sin pena ni gloria.,Neutral
"El establecimiento está suficiente. Sin embargo, no es nada del otro mundo.",Neutral
"La atención es apenas como siempre, pero ni impresiona ni decepciona.",Neutral
El establecimiento es apenas masomenos.,Neutral
"El smartphone es apenas suficiente, si bien lo usual.",Neutral
La conferencia estaba ni fu ni fa.,Neutral
"La computadora está adecuado. En general, lo típico.",Neutral
"La calidad es moderado. No obstante, lo usual.",Neutral
"El envío no pasó de común, y en realidad cumple pero sin destacar.",Neutral
El dispositivo lo encontré ni bien ni mal - tiene sus pros y contras por igual.,Neutral
"La calidad se mantuvo pasable, se mantiene en la media.",Neutral
El curso lo calificaría como nada del otro mundo.,Neutral
La instalación me pareció como siempre.,Neutral
"El diseño fue algo ni bueno ni malo. podría ser mejor, podría ser peor.",Neutral
"El programa se mantuvo tolerable, no es para emocionarse ni para evitarlo.",Neutral
El bar es funcional.,Neutral
La tienda fue ni fu ni fa - lo usual.,Neutral
El evento resultó moderado.,Neutral
El dispositivo se puede considerar moderado.,Neutral
El envío resultó regular.,Neutral
"El programa fue sin novedad. En general, lo típico.",Neutral
La clase fue aceptable.,Neutral
El establecimiento se puede considerar mismo.,Neutral
La experiencia es más bien más o menos.,Neutral
"El smartphone lo encontré nada del otro mundo, pero cumple su función.",Neutral
El local se mantuvo ni para bien ni para mal.,Neutral
La cafetería es simplemente promedio.,Neutral
"El local es más bien correcto, aunque sin características especiales.",Neutral
"El trato es más bien masomenos, si bien ni más ni menos.",Neutral
"El rendimiento es simplemente ni para bien ni para mal, ni destaca ni decepciona.",Neutral
